ANO,MES,CODIGO_RNT,COD_MUN,COD_DPTO,ESTADO_RNT,RAZON_SOCIAL_ESTABLECIMIENTO,DEPARTAMENTO,MUNICIPIO,CATEGORIA,SUB_CATEGORIA,HABITACIONES,CAMAS,NUM_EMP
2024,4,173206,27006,27,ACTIVO,MONTOYA BERRIO ROSANA,CHOCO,ACANDI,VIVIENDAS TURÍSTICAS,OTRO TIPO DE VIVIENDA TURÍSTICA,1,20,0
2024,1,173365,27495,27,ACTIVO,VIVI(VIVE VIAJE),CHOCO,NUQUI,AGENCIAS DE VIAJES,AGENCIA DE VIAJES Y DE TURISMO,0,0,0
2024,3,173369,27075,27,ACTIVO,LAURA CONSUELO ASPRILLA PALOMINO,CHOCO,BAHIA SOLANO,VIVIENDAS TURÍSTICAS,FINCA TURISTICA (ALOJAMIENTO RURAL),1,16,0
2024,3,173568,27495,27,ACTIVO,HOTEL CANITA,CHOCO,NUQUI,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,HOTEL,8,8,0
2024,3,174293,27495,27,ACTIVO,POSADA LADY MAR,CHOCO,NUQUI,VIVIENDAS TURÍSTICAS,FINCA TURISTICA (ALOJAMIENTO RURAL),8,8,0
2024,1,176037,27006,27,ACTIVO,CAPURGANA DESTINO IDEAL  AGENCIA DE VIAJES,CHOCO,ACANDI,AGENCIAS DE VIAJES,AGENCIA DE VIAJES Y DE TURISMO,0,0,0
2024,3,176272,27001,27,ACTIVO,ANDROS GRUPO INTEGRAL S.A.S.,CHOCO,QUIBDO,AGENCIAS DE VIAJES,AGENCIA DE VIAJES OPERADORAS,0,0,1
2024,3,176565,27006,27,ACTIVO,AQUAGEM COLOMBIA S.A.S.,CHOCO,ACANDI,VIVIENDAS TURÍSTICAS,FINCA TURISTICA (ALOJAMIENTO RURAL),9,15,0
2024,4,176566,27006,27,ACTIVO,BECERRA MENDOZA JORGE ALEJANDRO,CHOCO,ACANDI,VIVIENDAS TURÍSTICAS,OTRO TIPO DE VIVIENDA TURÍSTICA,3,9,0
2024,1,177140,27099,27,ACTIVO,DULCE TOURS,CHOCO,BOJAYA (BELLAVISTA),AGENCIAS DE VIAJES,AGENCIA DE VIAJES OPERADORAS,0,0,0
2024,1,177291,27495,27,ACTIVO,RAMIREZ CUJAR ANDRES MAURICIO,CHOCO,NUQUI,VIVIENDAS TURÍSTICAS,CASA TURÍSTICA,1,4,0
2024,3,177966,27495,27,ACTIVO,CABAÑAS BRISAS DEL MAR TITA,CHOCO,NUQUI,VIVIENDAS TURÍSTICAS,FINCA TURISTICA (ALOJAMIENTO RURAL),6,10,0
2024,1,178450,27001,27,ACTIVO,HOTEL BOHO BOUTIQUE,CHOCO,QUIBDO,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,HOTEL,30,48,0
2024,3,178454,27075,27,ACTIVO,MARICELA  GOMEZ FLOREZ,CHOCO,BAHIA SOLANO,VIVIENDAS TURÍSTICAS,FINCA TURISTICA (ALOJAMIENTO RURAL),8,8,0
2024,3,178904,27001,27,ACTIVO,AGENCIA DE VIAJES JEINS TRAVEL S.A.S.,CHOCO,QUIBDO,AGENCIAS DE VIAJES,AGENCIA DE VIAJES Y DE TURISMO,0,0,1
2024,4,179224,27372,27,ACTIVO,BEAUTIFUL ISLAND,CHOCO,JURADO,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,HOTEL,26,32,0
2024,2,179226,27075,27,ACTIVO,JESSICA  BUILES RIOS,CHOCO,BAHIA SOLANO,VIVIENDAS TURÍSTICAS,FINCA TURISTICA (ALOJAMIENTO RURAL),3,6,0
2024,4,179638,27001,27,ACTIVO,GILMAR AUGUSTO MENA ABADIA,CHOCO,QUIBDO,VIVIENDAS TURÍSTICAS,FINCA TURISTICA (ALOJAMIENTO RURAL),1,20,0
2024,3,182665,27006,27,ACTIVO,MICHELLY ABANET ZAPATA,CHOCO,ACANDI,VIVIENDAS TURÍSTICAS,OTRO TIPO DE VIVIENDA TURÍSTICA,2,3,0
2024,4,182788,27006,27,ACTIVO,THE WAGO TRAVEL,CHOCO,ACANDI,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,CENTRO VACACIONAL,5,12,1
2024,3,183274,27006,27,ACTIVO,HOSTAL COCOMAR,CHOCO,ACANDI,VIVIENDAS TURÍSTICAS,FINCA TURISTICA (ALOJAMIENTO RURAL),4,10,0
2024,3,184488,27495,27,ACTIVO,HOTEL MELEMAR,CHOCO,NUQUI,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,HOTEL,9,11,2
2024,2,184790,27495,27,ACTIVO,ECOLODGE AZUL PARADISE,CHOCO,NUQUI,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,HOTEL,3,13,0
2024,3,185390,27001,27,ACTIVO,INMOBILIARIA CORAZON DE JESUS SAS,CHOCO,QUIBDO,VIVIENDAS TURÍSTICAS,APARTAMENTO TURÍSTICO,1,3,0
2024,3,185585,27001,27,ACTIVO,ENRIQUE DE JESUS VALENCIA MOSQUERA,CHOCO,QUIBDO,VIVIENDAS TURÍSTICAS,APARTAMENTO TURÍSTICO,1,5,0
2024,4,185753,27001,27,ACTIVO,HOTEL EMALU M&C,CHOCO,QUIBDO,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,HOTEL,20,20,0
2024,3,185754,27075,27,ACTIVO,POSADA EL MANGLAR,CHOCO,BAHIA SOLANO,VIVIENDAS TURÍSTICAS,FINCA TURISTICA (ALOJAMIENTO RURAL),1,9,0
2024,4,187237,27006,27,ACTIVO,HOTEL PIEDRA VIVA CAPURGANA,CHOCO,ACANDI,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,HOTEL,10,10,8
2024,3,189171,27001,27,ACTIVO,MOSQUERA MORENO ANDRES FELIPE,CHOCO,QUIBDO,VIVIENDAS TURÍSTICAS,APARTAMENTO TURÍSTICO,1,2,0
2024,3,189172,27001,27,ACTIVO,MOSQUERA MORENO ANDRES FELIPE,CHOCO,QUIBDO,VIVIENDAS TURÍSTICAS,APARTAMENTO TURÍSTICO,1,2,0
2024,3,189173,27001,27,ACTIVO,MOSQUERA MORENO ANDRES FELIPE,CHOCO,QUIBDO,VIVIENDAS TURÍSTICAS,APARTAMENTO TURÍSTICO,1,2,0
2024,3,189176,27001,27,ACTIVO,MOSQUERA MORENO ANDRES FELIPE,CHOCO,QUIBDO,VIVIENDAS TURÍSTICAS,APARTAMENTO TURÍSTICO,1,2,0
2024,1,189333,27001,27,ACTIVO,EBANO COMPANY SAS,CHOCO,QUIBDO,AGENCIAS DE VIAJES,AGENCIA DE VIAJES Y DE TURISMO,0,0,2
2024,2,189623,27495,27,ACTIVO,ECOLODGE LA JOVISEÑA S.A.S.,CHOCO,NUQUI,VIVIENDAS TURÍSTICAS,FINCA TURISTICA (ALOJAMIENTO RURAL),7,26,0
2024,1,192456,27245,27,ACTIVO,JAVIER ORLANDO PEREZ JIMENEZ,CHOCO,EL CARMEN,GUIAS DE TURISMO,GUIA DE TURISMO,0,0,0
2024,1,192638,27006,27,ACTIVO,EDWIN ALEXANDER CARDENAS,CHOCO,ACANDI,VIVIENDAS TURÍSTICAS,FINCA TURISTICA (ALOJAMIENTO RURAL),1,12,0
2024,1,193065,27006,27,ACTIVO,MARIA  LUNA ORTIZ RODRIGUEZ,CHOCO,ACANDI,VIVIENDAS TURÍSTICAS,OTRO TIPO DE VIVIENDA TURÍSTICA,2,6,0
2024,1,193267,27001,27,ACTIVO,CHOCOANIZANDO,CHOCO,QUIBDO,AGENCIAS DE VIAJES,AGENCIA DE VIAJES Y DE TURISMO,0,0,0
2024,1,193428,27075,27,ACTIVO,JARLID,CHOCO,BAHIA SOLANO,VIVIENDAS TURÍSTICAS,FINCA TURISTICA (ALOJAMIENTO RURAL),4,4,0
2024,1,193862,27001,27,ACTIVO,CAROLINA  OLARTE MORALES,CHOCO,QUIBDO,VIVIENDAS TURÍSTICAS,APARTAMENTO TURÍSTICO,1,4,0
2024,1,193939,27001,27,ACTIVO,ASOCIACION ECOMEDIO AMBIENTAL,CHOCO,QUIBDO,AGENCIAS DE VIAJES,AGENCIA DE VIAJES OPERADORAS,0,0,0
2024,1,194054,27495,27,ACTIVO,ASOCIACION DE TURISMO COMUNITARIO ENCANTO NATURAL JANANO,CHOCO,NUQUI,VIVIENDAS TURÍSTICAS,OTRO TIPO DE VIVIENDA TURÍSTICA,25,50,0
2024,1,194245,27006,27,ACTIVO,OCEANDTOURS,CHOCO,ACANDI,AGENCIAS DE VIAJES,AGENCIA DE VIAJES Y DE TURISMO,0,0,1
2024,1,194339,27413,27,ACTIVO,CORDOBA RENTERIA MIREYA,CHOCO,LLORO,VIVIENDAS TURÍSTICAS,OTRO TIPO DE VIVIENDA TURÍSTICA,18,21,0
2024,2,194983,27495,27,ACTIVO,VALENCIA MORENO MILIZAR LUZ YENNY,CHOCO,NUQUI,VIVIENDAS TURÍSTICAS,CASA TURÍSTICA,1,2,0
2024,2,195415,27050,27,ACTIVO,HOTEL YUTO,CHOCO,ATRATO,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,HOTEL,7,7,0
2024,2,195494,27495,27,ACTIVO,CABAÑA SELVA Y MAS,CHOCO,NUQUI,VIVIENDAS TURÍSTICAS,FINCA TURISTICA (ALOJAMIENTO RURAL),8,14,0
2024,2,195512,27001,27,ACTIVO,RIO: PUEBLO DE LA ALEGRIA CENTRO CULTURAL,CHOCO,QUIBDO,ESTABLECIMIENTOS DE GASTRONOMÍA,RESTAURANTE,0,0,1
2024,2,195634,27495,27,ACTIVO,HOTEL RAFA & MELISSA,CHOCO,NUQUI,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,HOTEL,1,14,2
2024,2,195751,27495,27,ACTIVO,POSADA SARAMAR,CHOCO,NUQUI,VIVIENDAS TURÍSTICAS,FINCA TURISTICA (ALOJAMIENTO RURAL),4,3,0
2024,2,196845,27006,27,ACTIVO,JHON FREDY BUENDIA MEJIA,CHOCO,ACANDI,VIVIENDAS TURÍSTICAS,OTRO TIPO DE VIVIENDA TURÍSTICA,2,10,0
2024,2,196901,27001,27,ACTIVO,PARAISO VIA ICHO,CHOCO,QUIBDO,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,ALBERGUE,3,19,0
2024,2,197260,27495,27,ACTIVO,JUAN FELIPE SIERRA DE LA ROSA,CHOCO,NUQUI,VIVIENDAS TURÍSTICAS,OTRO TIPO DE VIVIENDA TURÍSTICA,1,6,0
2024,2,197307,27075,27,ACTIVO,MARIA CAMILA CEBALLOS ANGEL,CHOCO,BAHIA SOLANO,VIVIENDAS TURÍSTICAS,OTRO TIPO DE VIVIENDA TURÍSTICA,1,10,0
2024,2,197691,27495,27,ACTIVO,LINSEY ANN RANKIN,CHOCO,NUQUI,VIVIENDAS TURÍSTICAS,FINCA TURISTICA (ALOJAMIENTO RURAL),1,4,0
2024,2,197939,27001,27,ACTIVO,HOTEL EL IMPERIO QUIBDÓ,CHOCO,QUIBDO,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,HOTEL,16,19,0
2024,2,198343,27001,27,ACTIVO,HOTEL LAS BRISAS DE ASIS,CHOCO,QUIBDO,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,HOTEL,13,15,0
2024,3,198773,27001,27,ACTIVO,AGENCIA DE VIAJES PACIFICO AZUL LTDA,CHOCO,QUIBDO,AGENCIAS DE VIAJES,AGENCIA DE VIAJES Y DE TURISMO,0,0,1
2024,3,199630,27077,27,ACTIVO,CENTRO ECOTURISMO MI SENDERITO,CHOCO,BAJO BAUDO (PIZARRO),VIVIENDAS TURÍSTICAS,FINCA TURISTICA (ALOJAMIENTO RURAL),5,5,0
2024,3,199686,27006,27,ACTIVO,DIGNO  MESTRA MORELO,CHOCO,ACANDI,VIVIENDAS TURÍSTICAS,OTRO TIPO DE VIVIENDA TURÍSTICA,1,4,0
2024,3,199798,27495,27,ACTIVO,CABAÑA Y HELADOS VIKANA,CHOCO,NUQUI,VIVIENDAS TURÍSTICAS,FINCA TURISTICA (ALOJAMIENTO RURAL),1,12,0
2024,3,199824,27495,27,ACTIVO,NAISA TOURS NUQUI,CHOCO,NUQUI,AGENCIAS DE VIAJES,AGENCIA DE VIAJES OPERADORAS,0,0,0
2024,3,199951,27495,27,ACTIVO,POSADA NATIVA LA CHONTADURA,CHOCO,NUQUI,VIVIENDAS TURÍSTICAS,FINCA TURISTICA (ALOJAMIENTO RURAL),3,5,0
2024,3,200130,27495,27,ACTIVO,MORRO TERCO,CHOCO,NUQUI,VIVIENDAS TURÍSTICAS,FINCA TURISTICA (ALOJAMIENTO RURAL),7,18,1
2024,3,200340,27495,27,ACTIVO,POSADA NATIVA MAMA NATY,CHOCO,NUQUI,VIVIENDAS TURÍSTICAS,FINCA TURISTICA (ALOJAMIENTO RURAL),8,12,0
2024,3,200464,27075,27,ACTIVO,JUNÁ ECOTOURS,CHOCO,BAHIA SOLANO,AGENCIAS DE VIAJES,AGENCIA DE VIAJES Y DE TURISMO,0,0,0
2024,3,200466,27495,27,ACTIVO,NUQUI GO,CHOCO,NUQUI,AGENCIAS DE VIAJES,AGENCIA DE VIAJES OPERADORAS,0,0,0
2024,3,200469,27495,27,ACTIVO,NUQUI HERPING,CHOCO,NUQUI,AGENCIAS DE VIAJES,AGENCIA DE VIAJES OPERADORAS,0,0,1
2024,3,200490,27006,27,ACTIVO,JUNTA DE ACCION COMUNAL DEL CORREGIMIENTO DE CAPURGANA,CHOCO,ACANDI,VIVIENDAS TURÍSTICAS,FINCA TURISTICA (ALOJAMIENTO RURAL),14,42,0
2024,3,200734,27245,27,ACTIVO,HOTEL BELIMAR,CHOCO,EL CARMEN,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,HOTEL,8,12,0
2024,3,200735,27006,27,ACTIVO,HOSPEDAJE LOS FINOS,CHOCO,ACANDI,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,HOSTAL,6,20,0
2024,3,200737,27001,27,ACTIVO,VIAJES VIVE MAR,CHOCO,QUIBDO,AGENCIAS DE VIAJES,AGENCIA DE VIAJES OPERADORAS,0,0,0
2024,3,200913,27001,27,ACTIVO,HOSPEDAJE EL CAMINO,CHOCO,QUIBDO,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,HOTEL,20,40,0
2024,3,201218,27001,27,ACTIVO,WONTANARA HOSTAL AFROCULTURAL,CHOCO,QUIBDO,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,HOSTAL,3,8,0
2024,3,201391,27006,27,ACTIVO,PALACIOS PALACIOS JOSE ARIEL,CHOCO,ACANDI,VIVIENDAS TURÍSTICAS,OTRO TIPO DE VIVIENDA TURÍSTICA,2,6,0
2024,3,201871,27495,27,ACTIVO,CABAÑAS SONONA,CHOCO,NUQUI,VIVIENDAS TURÍSTICAS,FINCA TURISTICA (ALOJAMIENTO RURAL),3,6,0
2024,3,201920,27495,27,ACTIVO,POSADA TURISTICA VIENTOS DE YUBARTA,CHOCO,NUQUI,VIVIENDAS TURÍSTICAS,FINCA TURISTICA (ALOJAMIENTO RURAL),4,12,0
2024,3,202066,27810,27,ACTIVO,HOTEL Y RESTAURANTE EL PORTAL LA YE,CHOCO,UNION  PANAMERICANA,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,HOSTAL,12,20,0
2024,3,202131,27495,27,ACTIVO,NICHILA ECOHOTEL,CHOCO,NUQUI,VIVIENDAS TURÍSTICAS,OTRO TIPO DE VIVIENDA TURÍSTICA,1,10,0
2024,3,202134,27495,27,ACTIVO,MANGATA LODGE,CHOCO,NUQUI,VIVIENDAS TURÍSTICAS,OTRO TIPO DE VIVIENDA TURÍSTICA,3,9,0
2024,3,202432,27495,27,ACTIVO,POSADA ECOTURISTICA Y CULTURAL CARACOLI,CHOCO,NUQUI,VIVIENDAS TURÍSTICAS,FINCA TURISTICA (ALOJAMIENTO RURAL),1,3,0
2024,3,202563,27001,27,ACTIVO,AGENCIA DE VIAJES TOUR ARANGO,CHOCO,QUIBDO,AGENCIAS DE VIAJES,AGENCIA DE VIAJES Y DE TURISMO,0,0,1
2024,3,202931,27006,27,ACTIVO,HOSPEDAJE KAIROS CAPURGANA,CHOCO,ACANDI,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,HOTEL,4,19,0
2024,3,202932,27001,27,ACTIVO,HOSPEDAJERESTAURANTE EL PARADOR,CHOCO,QUIBDO,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,HOTEL,28,34,3
2024,3,202948,27075,27,ACTIVO,NATIVOTOURS,CHOCO,BAHIA SOLANO,VIVIENDAS TURÍSTICAS,FINCA TURISTICA (ALOJAMIENTO RURAL),11,8,0
2024,3,203383,27495,27,ACTIVO,TOURS PACIFICO NUQUI SAS,CHOCO,NUQUI,VIVIENDAS TURÍSTICAS,OTRO TIPO DE VIVIENDA TURÍSTICA,4,8,0
2024,4,203391,27001,27,ACTIVO,HOTEL EL VIAJERO QUIBDO,CHOCO,QUIBDO,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,HOTEL,10,10,0
2024,4,204051,27495,27,ACTIVO,POSADA DOÑA CONCHA,CHOCO,NUQUI,VIVIENDAS TURÍSTICAS,FINCA TURISTICA (ALOJAMIENTO RURAL),10,10,0
2024,4,204240,27495,27,ACTIVO,MOSQUERA PANDALES BRUMILDA,CHOCO,NUQUI,VIVIENDAS TURÍSTICAS,FINCA TURISTICA (ALOJAMIENTO RURAL),1,9,0
2024,4,204286,27001,27,ACTIVO,NIKO TOUR,CHOCO,QUIBDO,AGENCIAS DE VIAJES,AGENCIA DE VIAJES OPERADORAS,0,0,1
2024,4,204787,27495,27,ACTIVO,RESTAURANTE LILS,CHOCO,NUQUI,ESTABLECIMIENTOS DE GASTRONOMÍA,RESTAURANTE,0,0,0
2024,4,204788,27077,27,ACTIVO,HOSPEDAJE LIMONAR,CHOCO,BAJO BAUDO (PIZARRO),ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,HOTEL,35,38,0
2024,4,205009,27495,27,ACTIVO,POSADA NATIVA LA VERANERA,CHOCO,NUQUI,VIVIENDAS TURÍSTICAS,FINCA TURISTICA (ALOJAMIENTO RURAL),5,10,0
2024,4,205253,27495,27,ACTIVO,MORADA DEL MAR,CHOCO,NUQUI,VIVIENDAS TURÍSTICAS,FINCA TURISTICA (ALOJAMIENTO RURAL),5,5,0
2024,4,205274,27495,27,ACTIVO,DROGUERIA RESTAURANTE Y HOSTAL YAMI,CHOCO,NUQUI,ESTABLECIMIENTOS DE GASTRONOMÍA,RESTAURANTE,0,0,0
2024,4,205276,27001,27,ACTIVO,AGENCIA DE VIAJES ROMA,CHOCO,QUIBDO,AGENCIAS DE VIAJES,AGENCIA DE VIAJES OPERADORAS,0,0,1
2024,4,205277,27006,27,ACTIVO,HOSTAL LOS CORALES CAPURGANA,CHOCO,ACANDI,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,HOSTAL,5,32,0
2024,4,205507,27075,27,ACTIVO,TRANSPORTADORA JADEL,CHOCO,BAHIA SOLANO,AGENCIAS DE VIAJES,AGENCIA DE VIAJES OPERADORAS,0,0,0
2024,4,205715,27001,27,ACTIVO,CENTRO DE SERVICIOS TURÍSTICOS ICHOTUR,CHOCO,QUIBDO,OFICINAS DE REPRESENTACION TURÍSTICA,OFICINA DE REPRESENTACION TURÍSTICA,0,0,0
2024,4,206026,27495,27,ACTIVO,POSADA NATIVA LA ALMEJA,CHOCO,NUQUI,VIVIENDAS TURÍSTICAS,FINCA TURISTICA (ALOJAMIENTO RURAL),4,6,0
2024,4,206062,27075,27,ACTIVO,GARCIA MURILLO CRISTIAN,CHOCO,BAHIA SOLANO,VIVIENDAS TURÍSTICAS,FINCA TURISTICA (ALOJAMIENTO RURAL),1,93,0
2024,4,206308,27006,27,ACTIVO,HOTEL PUNTA PINORROA GASTROBAR,CHOCO,ACANDI,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,HOTEL,11,30,0
2024,4,206309,27361,27,ACTIVO,HOTEL LA GRAN ESTACIÓN DE ISTMINA,CHOCO,ISTMINA,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,HOTEL,12,15,0
2024,4,206435,27495,27,ACTIVO,POSADA NATIVA EL TAMBO,CHOCO,NUQUI,VIVIENDAS TURÍSTICAS,FINCA TURISTICA (ALOJAMIENTO RURAL),4,14,1
2024,4,206775,27006,27,ACTIVO,SERRANO VANEGAS LUZ MYRIAN,CHOCO,ACANDI,VIVIENDAS TURÍSTICAS,OTRO TIPO DE VIVIENDA TURÍSTICA,4,10,0
2024,4,206802,27075,27,ACTIVO,CABAÑAS ECOPOSADA LOS MORROS,CHOCO,BAHIA SOLANO,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,HOSTAL,1,5,0
2024,4,206992,27245,27,ACTIVO,HOSPEDAJE DONDE GLORIA,CHOCO,EL CARMEN,VIVIENDAS TURÍSTICAS,FINCA TURISTICA (ALOJAMIENTO RURAL),14,18,0
2024,4,207073,27001,27,ACTIVO,HOTEL MI FARAON,CHOCO,QUIBDO,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,HOTEL,15,15,0
2024,4,207726,27006,27,ACTIVO,TRANSRIO ACANDÍ,CHOCO,ACANDI,AGENCIAS DE VIAJES,AGENCIA DE VIAJES Y DE TURISMO,0,0,1
2024,4,207917,27495,27,ACTIVO,POSADA TURISTICA CELESTE,CHOCO,NUQUI,VIVIENDAS TURÍSTICAS,FINCA TURISTICA (ALOJAMIENTO RURAL),1,4,0
2024,4,208007,27495,27,ACTIVO,POSADA TURISTICA DAMAGUA,CHOCO,NUQUI,VIVIENDAS TURÍSTICAS,FINCA TURISTICA (ALOJAMIENTO RURAL),1,9,0
2024,4,208093,27495,27,ACTIVO,YADIS ALEXA CUESTA PALACIOS,CHOCO,NUQUI,VIVIENDAS TURÍSTICAS,CASA TURÍSTICA,2,9,0
2024,4,208100,27495,27,ACTIVO,YADIS ALEXA CUESTA PALACIOS,CHOCO,NUQUI,VIVIENDAS TURÍSTICAS,CASA TURÍSTICA,1,3,0
2024,5,208176,27075,27,ACTIVO,GRUPO KAJUYALI 8 S.A.S.,CHOCO,BAHIA SOLANO,VIVIENDAS TURÍSTICAS,OTRO TIPO DE VIVIENDA TURÍSTICA,4,120,0
2024,5,208696,27001,27,ACTIVO,PACIFIC DESCUBRE,CHOCO,QUIBDO,AGENCIAS DE VIAJES,AGENCIA DE VIAJES Y DE TURISMO,0,0,2
2024,5,208890,27006,27,ACTIVO,AGENCIA DE VIAJES ACANDÍ TOURS,CHOCO,ACANDI,AGENCIAS DE VIAJES,AGENCIA DE VIAJES Y DE TURISMO,0,0,0
2024,5,208924,27075,27,ACTIVO,MAJAGUA. MAGIA DEL PACIFICO,CHOCO,BAHIA SOLANO,VIVIENDAS TURÍSTICAS,OTRO TIPO DE VIVIENDA TURÍSTICA,3,7,0
2024,5,209130,27800,27,ACTIVO,HOTEL MI CURRO,CHOCO,UNGUIA,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,HOTEL,8,15,0
2024,5,209462,27495,27,ACTIVO,HOSTAL CLAUS,CHOCO,NUQUI,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,HOTEL,1,8,0
2024,5,209464,27495,27,ACTIVO,PROMOTORA DE TURISMO DOJIRAMA LTDA,CHOCO,NUQUI,AGENCIAS DE VIAJES,AGENCIA DE VIAJES Y DE TURISMO,0,0,1
